Id,Sentiment,Instagram Comment Text,cleaned_text,original_length,cleaned_length
182,negative,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",keluarga sangat ngefans kagum lihat username semua nya deh lihat anak nya jelek buluk kan username hermansyah username kutuk kan apa timpa ibu kd untung allah swt ganti amora adik nya gemezzzzzzz lihat nya cocok banget jadi anak artis se class ibu kd,47,43
183,negative,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,memang dasar si anak nya yang lebih urus pribadi umbar biar blow up hadehh guna whatsapp sms or telp apa suka,22,21
184,negative,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",coba lihat bibir mu sayang pantat ayam wajah mu bulu kentut perfectoooo,14,12
185,negative,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,gagal fokus dengar suara koq jengkel dengernya sorry cuman manusia biasa kalau jengkel,14,13
186,negative,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",mulan jameela bicara jelas blepot nyadar mau idup enak pakai rebut laki orang dulu,16,14
187,negative,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,gemas si buat kata bawa tuhan kalau dah pepet masa tidak tau ibarat apa orang rusak rumah tangga orang ibarat roboh bangun masjid mbak nya bayangin berapa besar nya dosa mu nasi dah jadi bubur mbak nya moga bahagia dunia,42,40
188,negative,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,iyah benar akan rubah pandang tuhan kita utama elu iblis makanya mikirrrr suami majikan kok embat,18,16
189,negative,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,giling mulan jameela jalang kasih ceramah hahahaha dasar cireng tau diri pernah ngaca si cireng ceramah pura kayak pahlawan siang biar teman sama ter kayak selpii,32,26
190,negative,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",pandang tuhan lo jelek sih rasa kira rebut suami orang mulia apa mata tuhan,19,14
191,negative,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",sejati kau iblis wujud manusia kerja iblis goda manusia,14,9
192,negative,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,pernah ngga mbak username baca netizen nyesel nimpuk telor si mulan jameela saja ketawa baca wakil ngapain buang wktu ketemu orang mutu dng si mulan jameela msh untung nyempetin bisa nuli sini biar nyadar rebut laki orang punya harga diri mending ketemu orang baik spt bunmai tular aura positif,53,49
193,negative,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,editanx paraaaahh oplas laaah nyai drpd ngedit gn hahaa kn maluuu,11,11
194,negative,"jelek,lecek,bantet ??????",jelek lecek bantet,2,3
195,negative,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,gin ken tenar ampuuun malu kalau jadi anak kasi,11,9
196,negative,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",heran mak username dia saja pakai ma an v pesbu r kasus ny bederet skandal tubi ada malu ny muka tembok sangat ada faedah ny nonton acara ada si manusia kardus,41,31
197,negative,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",wey orang bodoh bisa bedain vape shisha sama rokok jelas jelas lo ngerokok pakai acara ngaku segala,19,17
198,negative,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,jijik liat kayak ulet bulu kluget gitu hihihi ampe sgitunya ken kenal,10,12
199,negative,Jablay anjir mukanya... Murahan bangetttt najisss,jalang anjing muka murah bangetttt najisss,6,6
200,negative," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",username alycia iya sist jijik banget liat pura suci ngatain orang kalau sih malu artis papan atas otak di fikir kalau bicara tau banget gada wibawa kalau memang nyadar siapa dia tau cara komentar manusia gada,43,36
201,positive,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,sabar insya allah jadi buka pintu syurga halang api neraka dua orang tua,17,13
202,positive,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,lagu baru mbak tata kan kisah nyata rumah tangga mbak tata jadi rasa mbak tata benar sayang get sama suami syukur kalau baik moga awet,25,25
203,positive,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",komen si mbak sedih malah ketawa iya kalau dah sakit sama pasang smpe larut ngapain sih sedih ampe depresi segala serahin sama allah bawa bahagia mski sakit lagi si mbak senyum wajah hati mana tau kan senyum jadi menetralisir kondisi hati lagi puruk pepatah kata kalau bahagia jangan trllu bahagia kalau sedih jangan trllu sedih imbang biar tidak gila,78,59
204,positive,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",suka banget sama pasang satu moga gigi raffi jadi keluarga sakinnah mawaddah warrahmah moga ada pihak ingin pisah jodoh maut pisah amiin,28,22
205,positive,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",jemima kan anak angkat celine eleeya anak hubung celine dirly haru saya tau kalau jemima anak panti asuh dia rawat wajar kalau stefen lebih pilih celine hati baik,35,28
206,positive,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,gemas blg stefan menghabiskn masa muda wkwk umur mah muda muka baby face syukur bonus celinenya lah dlu mantan begimane bawah umur ude pacran mcam laki bini hiks lepas yakin deh susah ambil putus kayak stefan tipical cowo yang tnggung jwabnya tinggi,46,42
207,positive,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,lagi bawa keenan raisa paling bahagia ngedapetin suami super ngemong mature kayak hamish raisa cukup dewasa banding wanita umur yang masih mikirin diri sendiri jadi saya raisa hamish sama untung jadi pasang suami istri ada gagal move on so congratz raisa hamish moga nikah sakinah mawadah warahmah,65,47
208,positive,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",raisa cantik yaaa meski artis tidak tonjol kalau nikah harus mewah cantik sederhana sempurna banget,18,15
209,positive,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",orang syudah cantik perlu dandan heboh buat lihat cantik makeup simple gitu sudah pesona buat hamish klepek,24,17
210,positive,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,bagus dongs cari ilmu kapan mana karena suami orang didik,12,10
211,positive,Sukak cewe cantik dan kmauan blajarnya tinggi ???,sukak cewe cantik kmauan blajarnya tinggi,8,6
212,positive,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",yaampun artis benar benar good attitude layak jadi panutan kan saja kuliah luar negri karena bakti sama suami pilih kuliah wilayah dekat suami salut banget,35,25
213,positive,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",semangat batman username va selalu support kamu tiap manusia pernah punya salah untuk lain jangan bahas pliis itu tahun lalu,35,20
214,positive, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,username y salam knl y mbk neng knl sama mbk sbagai manusia saling ingetin y sbagai manusia hrs tau diri jangan sombong digedein mentang dah jadi artis haha y mbk cabut ja y komen foto ni nnt jadi korban dy sel,49,41
215,positive,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",hebat yaaa sederhana pancar jelas sukak sama keluarga presiden,10,9
216,positive,"Seorang presiden tanpa embel"" gelar .. bangga sekali",orang presiden embel gelar bangga sekali,8,6
217,positive,Proud of you Indonesia. God bless Indonesia,proud of you indonesia god bless indonesia,7,7
218,positive,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,amazing banget miss national costume kereenn bangga sama budaya indonesia,11,10
219,positive,Ikut bangga pastinya ??,ikut bangga pasti,4,3
220,positive,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,proud of you kakak dea sangat patut bangga,8,8
221,positive,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,suka banget sama pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan salut,15,16
222,positive,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,percaya kakak nikita orang jujur semangat kakak nikita hebat,10,9
223,positive," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",username m sama mbak gua tidak benci nikmir salut malah sama tidak muna artis maaf image dpan pura baik pura aniaya n jual air mata nikita real sygnya msyarakat cendrung lihat apa ada di superfisial,44,35
224,positive,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,cantik alami perlu bedak tebel gaya bak tante,10,8
225,positive,Cantik dan gagah mudahan lancar dampe hari h,cantik gagah mudah lancar dampe hari h,8,7
226,positive,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",cantik ini dongs tampil dewasa sesuai muka cantik indonesia classy ayu tingting ayu tingting gimana gitu,14,16
227,positive,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",lcb cantik sangat lcb untung duren duren beuntung neng lcb sakina mawaddah warahmah amin,18,14
228,positive,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",ganteng hanya seragam ganteng jadi panutan keluarga moga anak milik fisik elok macam mahluk allah ni,23,16
229,positive,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",untung banget deh mbak username mas username ganteng baik sholeh sayang keluarga suami idam banget moga selalu jadi keluarga samawa,18,20
230,positive,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,moga mas agus jadi pimpin masa datang salah satu pimpin sukses dia sukses pimpin rumah tangga,21,16
231,positive,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",dear bpk username cra berpakain bpk sangat lah cermin pribadi bpk sngt lembut tetap gagah moga bpk username kel selalu lindung allah swt salam hormat saya selalu kagum bpk,33,29
232,positive,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",sukses terus kakak ayu tingting moga selalu senantiasa naung allah swt sehat selalu amin,16,14
233,positive,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",smg selalu ikan sehat panjang umur nek muda banget cantik mashaallahhh,15,11
234,positive,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,terimakasih ibu username seluruh keluarga pilih plataran darmawangsa tempat acara keluarga besar selaku bagi staff plataran darmawangsa sangat kes sangat tunggu datang ibu keluarga lain waktu sehat selalu ibu keluarga amin amin rabbi,43,33
235,positive,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",salam dirgantara terima kasih dukung sebar awareness kait program pesawat r moga momen emas jadi titik awal bangkit industri pesawat terbang indonesia kembali jaya sama eyang habibie ayo satu langkah terbang pesawat r cara langsung klik link bio yaaa,47,39
236,positive,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",semangat eyang habibie sehat selalu selalu lindung allah ambisi selalu kuat laku segala kereeeennnnn moga bnyk turus bangsa sprti eyang habibie,26,21
237,positive,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",milik cucu rupa kebahagian tak nilai cucu generasi terus bangsa,12,10
238,positive,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,wahhh keren saat tempat makin bagus ibu kapan kapan nostalgia sana bersmaa keluarga,18,13
239,positive,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,cantik ganteng ganteng sehat selalu mereka bu ani keluarga,12,9
240,positive,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,barakallah cucu cantik ganteng moga jadi anak sholeh sholeha jadi bangga kelg,19,12
241,positive,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,bu username cucu buat hati gembira ngangeni kadang kangen sama ceria salam kangen cucu cinta,14,15
242,positive,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",kecil gemas tengah ganteng parah gede pinternya ketulungan salam hormat bu pak,17,12
243,positive,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,terima kasih pak sby ibu ani selalu tani beliau beri kontribusi sangat luar biasa indonesia lama tahun pimpin moga selalu bahagia sehat selalu amin,29,24
244,positive,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,terang di ibu tiap kali baca captionnya tidak langsung ajar bahasa inggris terima kasih ibu personal tidak kenal ibu anie saya yakin betapa bangga anak cucu kamu didik ibu jadi generasi bangsa mandiri unggul sehat terus ibu moga cinta kasih keluarga selalu engkau tebar mereka,63,45
245,positive,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",assalamualaikum ibu hormat salam keluarga banda aceh semua sangat bangga keluarga ibu sangat bahagia bila lihat nya sikap etika perilaku keluarga ibu sungguh sangat bijaksana mas agus ibu suami lebih sangat yakin saat ayah calon diri jadi presiden dulu beliau sangat bangga ayah salam hangat kenal keluarga kami ya bu darmanto rapi photo studio,68,54
246,positive,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",senang lihat ibu n bpk sby nikmat hari tua brsama cucu cinta sehat terus memo n pepo allah swt lindung memo n pepo n kel,29,25
247,positive,Semangat mebangun indonesia yg lebih maju pak jokowi ????,semangat mebangun indonesia lebih maju pak jokowi,9,7
248,positive,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",artis kualitas wajah itulohhh kualitas banget hihi cantik bangetsss top deh pakai drama gimick idupnya hihi tajir sederhana,21,18
249,positive,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,mbak via vallen sptnya siyok lihat kejam dunia per artis an mudah tetep sabar tetep karya baik,18,17
250,positive,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",selalu suka sama via vallen orang nya jujur apa ada kaga gimmickan hidup hitam hitam putih putih kalau bicara blakan kalau ngga suka dy bicara jadi pura banget sih apa ada munafik sprti ajar ortu jangan suka beri senyum palsu kayak artis onoh noh mulut lebar kya gorong tukang ngibul munfik banget kalau tanya wartawan jawab perilaku sama omong balance,57,60
251,positive,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",go a head via vallen cuekin aja biasa dalam gaul dunia kerja masyarakat biasa gaul artis pasti yang gatal bin sirik kalau lihat orang sukses anggep kuman usah bikin status malah neng ada bahan ngetawain betul,46,36
252,positive,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,gagah kali abang borisq kalau bc nmx benar ngeh kalau it bang bor,16,13
253,positive,Weewww bangga kali ak liatnya bang  <USERNAME> pake baju adat karo.... Syip,weewww bangga kali ak liat bang username pakai baju adat karo syip,12,12
254,positive,Bagus banget baju dan pengantinya happy weding,bagus banget baju anti bahagia weding,7,6
255,positive,MasyaAllah . bagus banget ..,masyaallah bagus banget,5,3
256,positive,Gileee suaraaanyaa.. kereen parah.. sukak,gileee suaraaanyaa kereen parah sukak,5,5
257,positive,Lebih keren dr penyanyi aslinya,lebih hebat nyanyi asli,5,4
258,positive,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,kereeeeeeeeeeeeeeennn sampe merinding brrrrr,4,4
259,positive,Yatuhan suaranyaaaaaaa bagus bangetttttttt,yatuhan suaranyaaaaaaa bagus bangetttttttt,4,4
260,positive,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",hebat suara super merdu coba ikut audisi nyanyi bakat salur,12,10
261,positive,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,bagus drpd beberapa artis modal tampang padahal suara jelek mending mas nyanyi emg dasar nasib orang yak ada yang tau moga mas sukses,30,23
262,positive,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",dgrin sampe bulu kuduk naik saking bgusnya masyaallah apik banget suara,12,11
263,positive,Subhanallah tergetar hati dengar suara nya,subhanallah getar hati dengar suara nya,6,6
264,positive,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,masa allah suara bagus banget cantik orang idam semua cowo,11,10
265,positive,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",bagusss suara tampil sesuai anak sekolah natural sesuai usia nya,13,10
266,positive,Kerennnn suaranya bagus,keren suara bagus,3,3
267,positive,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",cantik polos apa ada lihat bakat moga kalau tenar gek jadi selebriti instagram kalian kayak si mbak novilda adik hilang arah tetap begini jangan cepat tumbuh dewasa terus asah bakat kalian allah bless you both,39,35
268,positive,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",bagus iniii kayak pingin kenal rambut alusin dlu muka makeup dl biar kamera hebat haha kalau bnr bnr lihat lelah abis pulang sekolah,30,23
269,positive,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,ulang kali kali sampet percaya kalau suara asli bagus banget,14,10
270,positive,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,alhamdulillah ada kidz zaman niw karya wajar umur bukan pura gede,14,11
271,positive,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,aduhh keren suara enak nge jazz gimanaa gitu muka mah belakang ntr kalau tenar muka ikut hahahahahaha skill dlu nomer batu abege zaman sekarang,35,24
272,positive,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,kereeen enak banget didengernya bosen puter ulang yang lipsing gajelas joget gitu,12,12
273,positive,waduuhhh...Kereeen bangeeet dedek2 emeesh,waduuhhh kereeen bangeeet adik emeesh,4,5
274,positive,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,kalau sih yes bingits coba seandaix anak video sprt gin video kreativ lain kan bagus dripda video mesum ngelem lain bau negativ buat dosa maluin ortu diri sendiri,35,28
275,positive,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,bagussss dandan natural banyak permak kayak anak zaman sekarang lain,13,10
276,positive,Kereeeeennnn padahal nyanyinya santai banget ????????????,kereeeeennnn padahal nyanyi tenang banget,6,5
277,positive,Polossss...keren....ga neko2 kayaknya...jossss,polossss hebat neko kayak jossss,3,5
278,positive,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,yesssssss bagus banget anak zaman sekarang begini diksh jempolllll,15,9
279,positive,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,wajah anak skul banget yaakk mase alami banget suka liat lagu ma suara hebat palg pakai bando suara bagus,22,19
280,positive,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,hebat suara dasar cantik tinggal poles dikit sinar,9,8
281,positive,"Pembagian suaranya pas bnget,pecah suaranya jg cakep",bagi suara pas bnget pecah suara bagus,7,7
282,positive,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,hebat banget suara tinggal permak biar tmbh cantik viralkann,8,9
283,positive,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa,6,6
284,positive,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",yes yes yes kirain lypsinc habis mirip sih suara eh pas dua nyanyi bareng baru ngeh asli kereennn,15,18
285,positive,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,hebat penting punya bakat dulu ntar kalau jadi artis banyak duit muka cemerlang,17,13
286,positive,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,hebat min orang bakat kayak gin harus up publik,13,9
287,positive,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,kereeen banget suara nah kayak gin dongs anak zaman sekarang,10,10
288,positive,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,mrinding bagus poll jaga adik polos jng smpek kayak si aw kawan,16,12
289,positive,"Kereenn sumpaah,, kebangetan bagusnya..??",kereenn sumpaah banget bagus,4,4
290,positive,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,ampun lakikny ganteng rini nya cantik mungil sekarang,11,8
291,positive,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ",suami swett lihat syg banget ma istri ganteng haaaaaaa so swett lah smg langgeng sllu,17,15
